timestamp,Boomer Rocket Team ,Engineering Diversity and Inclusion Program Fund MEP & D&I ,Civil Engineering & Environmental Science ,Aerospace & Mechanical Engineering ,Industrial & Systems Engineering ,Engineering Pathways ,Diversity & Inclusion Scholarships ,Sooner Off Road ,Electrical Engineering Undergraduate Lab ,Sooner Rover ,OU Young Engineering Alumni ,Sooner Competitive Robotics Team ,E-Club ,LKOT ,Design Build Fly ,OU Artificial Intelligence/Machine Learning Club ,Electrical & Computer Engineering ,Sooner Racing Team ,Engineering Physics ,Concrete Canoe ,Computer Science ,Women in Engineering 
Apr 08 @ 10:03:57,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr 08 @ 13:04:32,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr 08 @ 17:55:36,0.0,0.0,0.0,50.0,50.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr 10 @ 14:58:22,0.0,0.0,0.0,50.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apr 10 @ 18:09:39,0.0,0.0,0.0,50.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Apr 10 @ 18:23:45,0.0,0.0,0.0,50.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Apr 10 @ 18:28:41,0.0,1000.0,0.0,50.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Apr 10 @ 19:17:14,0.0,1000.0,0.0,50.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 10 @ 21:12:30,0.0,1000.0,0.0,50.0,600.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 11 @ 15:59:57,0.0,1000.0,0.0,50.0,600.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 11 @ 21:58:17,0.0,1000.0,0.0,50.0,600.0,0.0,1000.0,220.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 11 @ 22:07:32,0.0,2000.0,0.0,50.0,600.0,0.0,1000.0,220.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 6:51:57,0.0,2000.0,0.0,50.0,600.0,0.0,1000.0,220.0,0.0,50.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 8:10:38,0.0,2000.0,0.0,50.0,700.0,0.0,1000.0,220.0,0.0,50.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 8:33:28,0.0,2100.0,0.0,50.0,700.0,0.0,1000.0,220.0,0.0,50.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 9:04:23,0.0,2100.0,0.0,50.0,700.0,0.0,1000.0,220.0,0.0,50.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,50.0
Apr 12 @ 9:04:23,0.0,2100.0,0.0,50.0,700.0,0.0,1000.0,220.0,0.0,50.0,0.0,100.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 9:04:23,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,220.0,0.0,50.0,0.0,100.0,0.0,571.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0
Apr 12 @ 15:26:03,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,220.0,0.0,50.0,0.0,100.0,0.0,571.0,0.0,0.0,0.0,510.0,0.0,250.0,0.0,0.0
Apr 12 @ 15:28:43,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,220.0,0.0,50.0,0.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 16:18:34,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,220.0,0.0,50.0,10.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 17:17:12,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,389.0,0.0,50.0,10.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 18:09:47,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,10.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 18:31:27,0.0,2100.0,0.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,10.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 18:31:27,0.0,2100.0,10.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,10.0,100.0,0.0,571.0,0.0,0.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 19:17:47,0.0,2100.0,10.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,10.0,100.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 20:52:23,0.0,2100.0,10.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,100.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 20:52:23,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,100.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:52:34,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,110.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:56:26,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,120.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:56:55,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,120.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:57:56,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,50.0,110.0,130.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:58:04,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,60.0,110.0,130.0,0.0,571.0,0.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 12 @ 23:59:31,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,389.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:05:28,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,0.0,1010.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:17:41,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1010.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:26:21,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1020.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:27:50,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1030.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:27:59,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1040.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:28:04,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1050.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:29:04,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1060.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:30:09,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1070.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:30:34,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1080.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:30:54,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1090.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:30:57,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1100.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:32:03,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1110.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:32:25,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1120.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:32:30,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1130.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:32:59,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1140.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:33:00,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1150.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:33:07,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1160.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:33:38,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1170.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:33:41,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1180.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:33:51,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1190.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:34:13,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1200.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:34:23,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1210.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:34:48,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1220.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:34:49,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1230.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:34:52,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1240.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:35:02,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1250.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:35:25,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1260.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:35:37,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1270.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:02,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1280.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:02,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1290.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:17,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1300.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:22,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1310.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:38,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1320.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:53,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1330.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:36:57,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1340.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:37:01,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1350.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:37:07,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1360.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:37:34,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1370.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:37:50,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1380.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:37:56,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1390.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:38:08,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1400.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:38:57,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1410.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:39:06,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1420.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:39:24,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1430.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:39:36,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1440.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:40:21,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1450.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:40:44,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1460.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:41:01,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1470.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:41:41,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1480.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:41:52,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1490.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:42:37,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1500.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:52:57,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1510.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:53:51,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1520.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:54:01,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1530.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:54:55,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,10.0,100.0,10.0,1540.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:55:08,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,20.0,100.0,10.0,1540.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:55:49,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,20.0,100.0,10.0,1550.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:56:36,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,20.0,100.0,10.0,1560.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:56:44,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,20.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 0:58:45,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,130.0,0.0,571.0,20.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 1:05:01,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,630.0,0.0,571.0,20.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 1:05:04,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,0.0,571.0,20.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 1:56:46,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,20.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 1:57:00,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 1:57:20,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:05:15,0.0,2100.0,110.0,50.0,700.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:05:15,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1570.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:13:14,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1580.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:15:36,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1590.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:15:43,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1600.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:16:13,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1610.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:16:28,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1620.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:16:45,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1630.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:16:47,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1640.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:06,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1650.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:10,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1660.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:34,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1670.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:41,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1680.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:41,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1690.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:46,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1700.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:17:59,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1710.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:18:04,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1720.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:18:24,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1730.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:18:26,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1740.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:18:29,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1750.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:18:47,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1760.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:19:01,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1770.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:19:17,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1780.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:19:25,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1790.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:19:41,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1800.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:20:02,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1810.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:20:02,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1820.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:20:04,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1830.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:20:19,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1840.0,0.0,250.0,0.0,0.0
Apr 13 @ 2:20:25,0.0,2100.0,110.0,50.0,750.0,100.0,1000.0,439.0,100.0,60.0,110.0,730.0,10.0,571.0,30.0,100.0,10.0,1850.0,0.0,250.0,0.0,0.0
